118.82122855505136,32.18168697530858,4.47,15,30,0.5
118.86439604461546,32.185834425960905,9.94,0,25,0.5
118.91269545651642,32.16928217937743,4.67,45,40,0.0
118.94886301404836,32.17212293940656,2.23,15,5,0.5
119.01101369747401,32.12174876358783,1.86,10,35,0.5
118.90811016982518,32.10721016714404,8.06,30,20,0.2
119.1487553447433,32.24284719098745,1.03,40,50,0.6
118.91192486822013,32.16094031377713,7.73,15,15,0.3
118.96983272148566,32.18137763663174,2.24,0,40,0.8
118.98596742805607,32.1436564338721,9.55,15,20,0.6
118.82677806422498,32.114411648358,8.98,30,35,0.5
118.90241093502294,32.10326399704555,0.16,10,30,0.0
118.78918126087657,32.1549869866954,1.99,10,45,0.6
118.87707675220477,32.19232523372304,8.75,5,25,0.1
118.99076275825544,32.129335239095,2.83,25,10,0.2
118.85210247765991,32.164095232814674,2.77,30,25,0.1
119.17196311016147,32.22688083422793,0.06,5,50,0.0
118.97998256443177,32.11656858477696,5.79,50,40,0.9
118.86192578870372,32.15410470435193,9.58,25,10,0.1
118.80593133052226,32.203904072223516,8.54,15,45,0.7
118.96034860437776,32.108047899635295,8.67,45,5,0.8
118.95760216484116,32.13825339083819,2.48,10,40,0.6
119.06749382211629,32.205393473857235,1.02,50,10,0.3
119.2150797904555,32.21952963336264,0.95,15,30,0.8
118.98689590277658,32.15248202921258,3.06,35,10,0.4
119.04249722635096,32.19246395550861,1.58,40,5,0.6
119.17242748019547,32.19901535833908,0.30,30,45,0.4
118.82292823892847,32.22202342356987,0.72,30,40,0.9
118.94647482662187,32.16762224945802,6.07,20,20,0.5
119.12104880736943,32.23779328414782,0.02,10,25,0.8
119.22230027080512,32.230825226817245,0.07,10,10,0.9
118.7889946642126,32.15364785602785,6.21,50,5,0.3
118.85866678382081,32.16252552235214,4.04,5,50,0.0
118.80768236194183,32.188761959179054,9.66,5,50,0.1
119.09343707680928,32.20192006685082,7.63,10,45,0.9
119.12223114722089,32.2379637949879,1.91,30,50,1.0
118.8032301658092,32.22310143771632,0.15,45,20,0.1
118.98104157379306,32.128742456870846,2.73,15,25,0.7
118.98825712549724,32.12989953513509,8.85,35,10,0.4
119.11128946682561,32.22507023781839,5.86,35,35,0.2
118.93191522077389,32.10055545363279,0.87,15,15,0.6
119.0544337906338,32.16992159906887,9.27,20,45,0.1
118.92909954067719,32.12921230120665,2.96,30,10,0.5
118.9164940614324,32.07940539425337,6.50,45,30,0.9
118.89218470894419,32.175855523968586,9.74,35,15,0.9
119.0482392611837,32.17141014791004,1.28,20,25,0.8
118.8608154113236,32.20014944954124,4.41,35,5,0.4
119.0040152406557,32.18286858829575,6.20,30,20,0.4
118.96784192683009,32.146542924027685,8.09,15,35,0.3
118.93991588470529,32.094586383782776,8.38,15,10,0.9
119.01276049199517,32.13468038596938,0.47,5,40,0.7
119.12662451791746,32.24329619405188,6.49,5,15,0.4
119.14060612527598,32.2300960183423,6.60,30,40,0.5
119.15430647314365,32.22179580434974,9.88,0,10,0.4
118.8135787181189,32.206344731787325,1.00,10,40,0.6
118.87623296803253,32.19339193261992,0.45,15,10,0.2
118.83569541787631,32.19626517556415,3.40,15,5,0.2
119.14611838156254,32.242200310108835,1.61,40,30,0.2
118.86588408812094,32.191690862015925,8.56,50,35,0.6
118.96132767927729,32.13527625925667,2.10,15,15,0.2
119.13421844584636,32.22381981543885,6.22,30,5,0.1
119.17418947354027,32.215197566639766,2.42,20,15,0.7
118.83841756443753,32.204774561594036,9.51,35,40,0.6
118.81208210429052,32.13244774407821,1.74,30,40,0.1
118.97547822153653,32.17090791890944,3.90,45,10,0.7
118.7878351742304,32.167084522860925,7.13,25,40,0.7
118.82904687315157,32.1436725906514,3.22,35,5,0.9
119.18755459165436,32.22756538044454,5.61,45,0,0.5
119.16228287562272,32.20227567722904,1.23,45,35,0.2
119.00743749558205,32.14772274883199,7.19,5,25,0.8
119.07401927689341,32.215393727743894,0.27,25,40,0.0
119.08807291965839,32.20171072242125,2.86,15,25,0.4
119.04260959360026,32.165033142000304,0.11,40,5,0.8
118.79271968127934,32.14747886218212,4.96,30,10,0.1
119.1105093130768,32.1920850557797,1.08,20,10,0.3
118.99930442822752,32.076303931177925,8.32,30,30,0.1
119.10677850753328,32.247469176704186,1.35,30,20,0.3
118.83997011749295,32.206519849127474,1.31,20,20,0.2
119.19367996354283,32.212858739589535,5.96,25,45,0.2
118.82875443408048,32.22335739515446,8.73,10,40,0.4
119.02474186196456,32.11624944244995,9.98,5,30,0.9
118.86010812886215,32.169225238983216,6.10,35,15,0.1
118.79085162824401,32.195864227268615,6.50,30,45,0.2
119.0066711711573,32.14018796307509,3.76,5,25,0.3
118.9921736122731,32.15674916972002,9.27,15,25,0.4
119.19812952655167,32.194114615341725,6.39,0,25,0.7
118.92784376625261,32.18193940905417,6.96,0,40,1.0
118.85099496030598,32.21901855948413,1.89,20,15,0.3
119.0431967195147,32.11622778397415,0.78,10,5,0.7
118.81645275150294,32.149894545626694,8.40,15,15,0.6
118.90232076825338,32.14262354759118,1.77,20,40,0.7
119.19750834117363,32.226993428114525,0.50,5,45,0.9
118.91184189258263,32.0966921784214,3.41,0,20,0.1
118.85290161247467,32.14351142819152,6.50,10,35,0.3
118.79858840036292,32.13759708028846,0.96,35,30,0.2
119.11272322191287,32.211507758448484,5.02,45,10,0.6
118.80942610281447,32.146119990871135,1.33,35,50,0.1
119.00641819941943,32.15395117209908,0.66,25,20,1.0
119.03956354009244,32.18976568226214,10.00,20,15,1.0
119.1413838863124,32.21158994589686,2.19,40,35,0.1
